"Translation.Start","Translation.Stop","Transcription.Start","Transcription.Stop","Synonym","Product","Dawn0-1","Dawn0-2","Dawn0-3","Dawn0","Dusk0-1","Dusk0-2","Dusk0-3","Dusk0","MidDark1-1","MidDark1-2","MidDark1-3","MidDark1","Dawn1-1","Dawn1-2","Dawn1-3","Dawn1","MidLight1-1","MidLight1-2","MidLight1-3","MidLight1","Dusk1-1","Dusk1-2","Dusk1-3","Dusk1","MidDark2-1","MidDark2-2","MidDark2-3","MidDark2","Dawn2-1","Dawn2-2","Dawn2-3","Dawn2","MidLight2-1","MidLight2-2","MidLight2-3","MidLight2","Dusk2-1","Dusk2-2","Dusk2-3","Dusk2","Dark24-1","Dark24-2","Dark24-3","Dark24","Light24-1","Light24-2","Light24-3","Light24"
260665,261183,260410,261291,"Npun_AF197","hypothetical protein",41853,20077,2707,41,19312,27232,30970,49,21550,34983,30752,56,7922,14512,7447,19,26969,30276,17059,47,26294,26308,16915,44,25958,18609,14473,37,28066,13635,15370,36,23375,11111,27670,39,19444,9717,17637,30,20116,20172,16893,36,11267,22095,21035,34
262547,261786,262607,261767,"Npun_AR198","hypothetical protein",25756,21683,9034,24,89507,78781,77787,107,27480,36411,34620,43,27690,22748,15406,28,126701,160346,135261,184,137837,144702,118582,175,35872,45315,37205,51,35131,35924,23021,41,145407,157589,83535,169,146625,158919,143354,196,42581,57313,52918,66,143032,88490,78501,135
264206,263175,264208,263175,"Npun_AR200","alcohol dehydrogenase",92012,73023,70100,75,83437,86508,85895,82,62286,68633,62156,62,70548,78574,65708,69,62331,83620,73915,71,59795,60619,55408,56,51492,51865,45269,48,58027,65103,62378,59,41395,40744,52536,43,69929,66919,61546,64,41319,46621,56882,46,42857,42026,53957,44
264867,268061,264867,NA,"Npun_AF203","hypothetical protein",117638,90763,54384,27,63177,70198,85097,22,83046,69114,78801,24,73811,73823,69385,22,48953,52439,57646,16,51948,50157,41540,14,54568,56426,57860,17,78631,74564,77619,24,36325,33787,37359,11,49641,39143,47766,14,91066,87544,103597,29,46503,57288,64682,17
268178,269443,NA,NA,"Npun_AF204","transposase, IS4 family protein",23765,23736,44084,24,20343,53948,30938,27,27182,19079,20564,17,21340,19438,15079,14,9939,12035,11056,8,13956,13797,13365,10,18602,21235,15282,14,25843,19173,18107,16,7093,7865,13328,7,19426,14207,13097,12,43381,29255,38786,29,15238,24841,26623,17
270362,270033,270379,269759,"Npun_AR205","hypothetical protein",38911,76994,31106,148,40289,55142,57343,154,50268,54100,64597,170,40121,42212,36278,119,27545,29444,30194,88,67310,60545,55268,184,131781,136445,94490,366,144945,62319,82207,292,66733,44512,70647,183,76345,51342,50495,179,168557,124732,128236,425,86189,102866,87902,279
270998,270489,NA,NA,"Npun_AR206","hypothetical protein",8575,5687,8151,14,4987,7418,7016,12,4794,7619,6316,12,7247,7027,6524,13,7611,7712,8547,15,6945,7924,6088,13,6194,6170,5276,11,5432,7176,6833,12,3963,2625,974,4,5709,5192,5346,10,4161,3945,8754,11,6085,3763,3084,8
271182,271919,271118,272001,"Npun_AF207","short chain dehydrogenase",240644,319850,290670,384,413203,451747,470455,603,324026,401486,382029,500,375442,363574,492903,556,406130,490165,476176,619,527896,492971,526041,698,411340,394387,389553,539,342547,360144,346480,473,408680,374722,331142,503,509533,550012,482096,696,346404,341761,351147,469,387056,278285,315183,442
272190,272002,272213,272002,"Npun_AR208","hypothetical protein",41199,54125,38257,235,65529,83067,79728,402,55808,56842,59256,303,48118,50956,84340,323,52548,54055,72217,315,69841,72106,72153,377,58534,60064,59341,313,48008,57691,64129,299,61258,70016,63735,343,75295,72209,84963,409,62886,70389,79669,375,55427,61152,76239,340
273238,272486,NA,NA,"Npun_AR209","hypothetical protein",3675,4420,0,3,2750,2563,1240,2,4006,3604,3862,5,3175,5189,4083,5,3927,3585,3326,4,3110,3495,3793,4,2967,3241,2626,3,2432,3329,3034,3,3200,1763,1186,2,3268,2879,3013,4,4026,2935,4053,4,2261,2441,1988,2
275444,273858,NA,NA,"Npun_AR210","TetR family transcriptional regulator",175,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,23,0,0,0,24,0,52,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,49,0,0,0,26,0,51,0
276573,275434,NA,NA,"Npun_AR211","ATP-binding protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279176,276567,NA,NA,"Npun_AR212","integrase catalytic subunit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279535,281193,279535,281193,"Npun_AF214","hypothetical protein",80403,66111,85373,46,20857,42138,40171,20,45075,58551,49027,30,59623,66091,67897,38,24782,32998,38284,19,29323,32659,31552,18,40988,41728,44567,25,51301,71505,50570,34,16920,16969,35425,13,31590,30933,28385,18,43342,48012,64948,31,26610,25591,31184,16
281336,282187,NA,NA,"Npun_AF215","hypothetical protein",39492,23996,4532,26,19125,7547,14524,16,18943,25672,24899,27,31835,30682,20707,32,13115,14508,14116,16,15727,13820,9721,15,14945,15076,13043,16,23292,20242,16524,23,7284,8343,7063,8,12200,11735,9537,13,18544,23366,32326,29,7716,5046,9228,8
283665,282184,NA,NA,"Npun_AR216","hypothetical protein",10115,6266,8975,5,2842,3679,1448,1,4166,4555,5132,3,7725,6167,7179,4,1736,2378,2660,1,2340,3020,2670,1,3173,2882,2914,2,4322,6227,3774,3,1166,1276,311,0,2482,2147,1267,1,4408,4607,10735,4,2103,1756,1963,1
285337,283757,NA,NA,"Npun_AR217","hypothetical protein",2710,1179,8975,2,2845,2150,2966,1,4174,2657,2749,2,3121,3127,6629,2,1573,2194,2061,1,2170,2291,2584,1,2037,3047,2833,1,2776,3875,3041,2,989,2258,3803,1,2190,1972,2640,1,1651,2402,4407,1,2547,1758,1605,1
285916,285632,285944,285632,"Npun_AR218","hypothetical protein",6392,11219,20011,44,5632,44896,34154,99,8234,3147,1914,15,1517,3869,5211,12,6586,8494,7880,26,8623,8639,10997,33,11785,9852,21538,50,10676,16450,20846,56,11231,18022,21630,59,7739,8266,16681,38,26068,19028,14573,69,12466,91822,72288,206
286125,286691,NA,NA,"Npun_AF219","hypothetical protein",5470,4830,4561,8,2527,2444,0,2,4798,7927,5363,10,7967,7485,11319,15,2528,3395,2509,4,4314,4484,4367,7,8390,7271,7072,13,8040,9936,5668,13,4045,3556,2297,5,4915,2814,2294,5,3212,3888,6667,8,4164,1629,1620,4
286817,287398,NA,NA,"Npun_AF220","hypothetical protein",686,0,0,0,0,0,1374,0,373,1022,317,0,1000,461,0,0,1129,1440,1353,2,482,1430,1145,1,372,554,116,0,53,223,239,0,783,493,567,1,1438,1221,649,1,564,116,101,0,918,147,1093,1
287497,287712,NA,NA,"Npun_AF221","hypothetical protein",271,0,0,0,0,0,0,0,285,46,0,0,30,147,0,0,2,143,26,0,21,63,8,0,47,162,0,0,0,81,0,0,0,0,0,0,15,101,11,0,236,0,49,0,0,0,0,0
287709,287936,NA,NA,"Npun_AF222","hypothetical protein",0,243,0,0,521,0,0,0,63,263,200,0,106,139,0,0,147,249,55,0,386,52,204,0,509,369,0,1,552,15,0,0,0,178,0,0,86,114,90,0,289,128,214,0,70,561,138,1
287964,288224,NA,NA,"Npun_AF223","hypothetical protein",40,33,0,0,0,0,0,0,300,266,76,0,0,0,0,0,0,161,141,0,31,11,106,0,133,86,375,0,20,109,129,0,0,108,0,0,0,76,101,0,499,0,112,0,87,1,137,0
288239,289012,NA,NA,"Npun_AF224","ERF family protein",2775,1851,0,1,0,1538,494,0,1606,1514,737,1,680,454,1457,1,319,690,525,0,1075,757,339,0,661,860,1009,1,1155,1348,762,1,356,932,99,0,859,278,403,0,1525,1148,1007,1,1200,720,276,0
289053,289253,NA,NA,"Npun_AF225","hypothetical protein",789,734,0,2,453,0,0,0,594,589,613,2,177,738,427,2,144,309,75,0,347,248,229,1,158,417,564,1,416,404,508,2,260,320,2257,4,153,299,433,1,644,431,254,2,224,556,261,1
289250,289594,NA,NA,"Npun_AF226","hypothetical protein",1646,461,0,2,616,2280,947,3,1586,1307,752,3,1462,1111,1070,3,191,199,323,0,698,390,597,1,255,683,842,1,1143,668,792,2,214,569,115,0,978,767,600,2,961,839,732,2,326,920,947,2
289609,289815,NA,NA,"Npun_AF227","hypothetical protein",740,736,0,2,0,323,465,1,885,395,406,2,888,133,715,2,387,137,261,1,160,236,425,1,320,561,395,2,204,484,445,1,340,415,711,2,408,291,357,1,261,811,574,2,362,1053,347,2
289870,290070,NA,NA,"Npun_AF228","hypothetical protein",1436,1399,0,4,270,3953,2135,10,1606,737,1478,6,457,1222,1276,4,1602,2097,2164,9,1349,1547,1486,7,1269,597,1018,4,708,1279,937,4,862,1219,3100,8,1393,1917,1882,8,1317,1436,1873,7,1706,2790,3246,12
291297,290923,NA,290856,"Npun_AR229","hypothetical protein",144349,156397,122071,375,67635,77994,68456,190,99712,112401,113656,289,153364,172117,175871,445,59853,68742,84558,189,68206,68834,73834,187,100248,95775,103387,266,119234,142905,122274,341,50255,54596,31322,121,70390,67194,69187,183,143828,133645,189335,414,55767,45841,50312,135
291626,291294,NA,NA,"Npun_AR230","hypothetical protein",15123,8540,1706,25,12908,7393,11213,31,7864,9824,7323,25,6061,5443,6825,18,7505,7681,7447,22,6633,8635,7794,23,6387,6267,5442,18,7630,6807,6067,20,3970,4929,5976,14,6938,6387,6164,19,6971,6387,7936,21,5706,4219,4682,14
291665,291880,NA,NA,"Npun_AF231","hypothetical protein",722,688,0,2,975,2643,1732,8,1550,837,568,4,142,243,698,1,586,589,696,2,523,583,414,2,782,964,289,3,488,125,813,2,1148,870,1306,5,1326,669,813,4,1574,1516,1366,6,2064,830,1494,6
291891,292202,NA,NA,"Npun_AF232","hypothetical protein",1109,1449,0,2,1349,1085,2116,4,1236,743,1355,3,919,1140,684,2,1657,1345,1830,5,1119,1507,963,3,2334,1809,308,4,887,1120,1342,3,2029,938,3387,6,2866,763,1837,5,3023,1807,2435,7,2356,1084,1672,5
292632,293018,292582,293167,"Npun_AF233","hypothetical protein",5691,6290,9123,18,12964,6666,11076,26,8307,5546,6538,17,4344,6289,4268,12,8115,9202,8841,22,8165,9191,10493,23,6805,5523,7249,16,6491,6258,6940,16,7910,6934,22904,32,9611,8568,7939,22,5393,6152,4497,13,6812,8899,8910,21
294508,293168,NA,NA,"Npun_AR234","transposase",129,118,0,0,314,219,511,0,0,347,140,0,355,555,283,0,172,431,180,0,222,231,119,0,197,322,142,0,358,70,513,0,294,118,199,0,416,237,231,0,225,249,242,0,237,51,143,0
296492,294942,296663,294844,"Npun_AR235","DNA photolyase, FAD-binding",52178,87889,80988,47,16578,23922,30068,15,43812,33300,35561,24,54144,54531,46425,33,15460,20045,19908,11,22868,21576,17542,13,36500,41663,42973,26,63503,58008,68678,40,24803,24104,30914,17,23922,20640,26686,15,112897,113195,90866,68,28006,37140,36457,21
296966,297472,296954,297492,"Npun_AF236","hypothetical protein",26267,46717,39022,73,14751,32231,24204,46,18543,24233,18577,40,23529,42189,26344,60,11200,16456,19547,31,17267,14630,12900,29,22489,20331,30125,47,34353,45038,45578,82,12848,14273,10567,24,18086,17153,22127,37,59160,45369,47435,99,13453,21875,20828,36
297681,297493,NA,NA,"Npun_AR237","hypothetical protein",2471,3462,7533,23,406,2290,3330,10,1175,2842,1507,9,2010,2656,2051,11,787,1564,1482,6,863,823,1240,5,864,1065,1946,6,1724,2624,2242,11,988,1045,1626,6,1704,1993,1169,8,3686,2858,4253,19,1407,974,1879,7
298007,298441,297773,298560,"Npun_AF238","translation initiation factor IF-3",37405,24554,8092,53,17768,13262,17012,36,27142,25259,27469,61,28455,29279,15067,55,12401,17257,17792,36,14801,16485,13779,34,19773,27515,21183,52,34059,34427,30708,76,9599,9987,12892,24,21324,18252,16576,43,31572,33593,43344,83,18112,15514,13185,35
298816,299310,NA,NA,"Npun_AF239","hypothetical protein",7540,6608,0,9,6066,4988,5570,11,4213,4591,5999,9,6193,7433,5979,13,3572,5029,5539,9,4402,4668,4595,9,4322,4501,3944,8,4764,5808,4654,10,1678,2999,926,3,5471,5431,5629,11,7595,4758,8652,14,4636,3503,3192,7
300014,299607,300014,299526,"Npun_AR240","hypothetical protein",6189,16991,43643,54,19404,48486,47351,94,17170,11268,10148,31,5410,10884,13430,24,17646,16891,18886,43,22633,23242,30154,62,18702,16632,21799,46,13675,16066,18947,39,23704,28383,24438,62,26444,29496,45154,82,32249,17064,20067,56,22836,34213,43768,82
301211,300192,301211,300182,"Npun_AR241","aldo/keto reductase",7922,6589,7298,7,92449,55063,69693,70,13980,11748,11759,12,7387,8746,7866,7,70122,68017,67656,67,58863,65975,88954,69,8386,11088,9078,9,5409,6538,6541,6,46509,36604,77654,52,62646,71191,65206,65,5413,4648,7515,5,50066,24882,38279,37
301405,301578,NA,NA,"Npun_AF242","hypothetical protein",577,201,0,1,203,393,0,1,0,317,192,0,261,259,168,1,196,421,451,2,191,113,424,1,61,323,441,1,156,305,299,1,187,334,0,0,267,158,315,1,106,482,459,2,276,194,97,1
301866,304040,301866,304256,"Npun_AF243","hypothetical protein",165256,226025,247292,97,846324,1385686,1286276,539,382618,283116,312899,149,206953,241760,278285,111,907728,1045789,1095645,467,720807,708741,829948,346,431663,389446,494981,201,240154,276406,343826,131,965112,1145840,820471,449,935430,1011074,1193651,481,470820,491603,399964,208,900628,1222204,1491543,553
305190,304450,NA,NA,"Npun_AR244","hypothetical protein",5306,5244,0,4,6834,9917,8719,11,5439,4476,4622,6,3656,4101,6898,6,6177,8202,6590,9,5922,7006,4231,7,4409,5549,5594,6,5210,5325,4819,6,5218,4625,3515,6,6586,5939,6008,8,6447,4239,4971,7,5420,7448,7469,9
306714,305248,NA,NA,"Npun_AR245","high-affinity nickel-transporter",15111,9118,0,5,13895,7258,9429,6,9744,8628,9363,6,10602,10483,10024,7,6731,6942,9067,5,6586,6306,7501,4,8071,7705,8193,5,6226,11892,9066,6,6657,5802,12516,5,8182,7110,8187,5,9915,8589,8178,6,9182,6780,6347,5
308123,306711,NA,NA,"Npun_AR246","TPR repeat-containing protein",5260,3324,0,2,3661,3788,4978,2,3010,4359,3106,2,5086,5340,4998,3,2192,2828,4076,2,2636,2695,2994,1,4907,3866,3769,2,3328,3889,2300,2,1436,2205,1222,1,3046,2627,2328,1,2691,3443,3560,2,3006,2359,2750,1
309403,308129,NA,NA,"Npun_AR247","hypothetical protein",19752,26457,4561,13,9620,13860,9943,8,13999,17046,14967,12,17771,23673,17666,15,7540,10639,8521,6,12115,11619,10273,8,20923,18675,14251,14,21228,20028,17388,15,11420,11246,12173,9,11047,11112,11071,8,19215,19313,20557,15,12545,12553,12073,9
310131,310463,NA,NA,"Npun_AF248","XRE family transcriptional regulator",2178,3688,0,5,2057,378,1442,3,1515,2219,1832,5,1810,1146,946,3,966,1310,1129,3,641,1063,966,2,1646,749,845,3,1017,945,974,2,145,175,1418,1,277,403,1597,2,2075,1105,1120,4,818,1333,833,2
311179,311976,NA,NA,"Npun_AF249","hypothetical protein",87,114,4561,1,1588,0,924,1,276,642,441,0,397,1266,874,1,581,439,644,0,487,1109,549,0,981,94,217,0,396,341,457,0,134,46,619,0,339,326,831,0,525,765,716,0,190,762,0,0
312140,312757,311996,312834,"Npun_AF250","hypothetical protein",16893,24465,32842,40,10564,16484,22003,26,17302,16300,11431,24,11718,18512,14019,23,12163,12609,14293,21,11167,10422,9252,16,12967,14572,16475,23,19938,19490,22956,33,10685,9798,7514,15,12143,12004,15623,21,18939,18036,15561,28,12133,13729,18952,24
312835,313737,NA,NA,"Npun_AF251","hypothetical protein",16031,11575,18363,16,9636,15582,15436,15,14126,8681,7287,11,7279,6300,5583,7,7014,8603,6668,8,3649,5208,5583,5,4166,4084,4814,4,5238,8054,8641,8,4079,6914,2429,4,6707,4721,8459,7,7216,7591,8660,8,3530,5992,7033,6
313874,314431,NA,NA,"Npun_AF252","hypothetical protein",2192,1129,0,1,0,358,999,0,381,407,365,0,1281,930,0,1,343,526,412,0,321,578,377,0,187,452,253,0,204,313,315,0,234,218,0,0,431,634,200,0,257,0,227,0,380,402,137,0
314659,314943,NA,NA,"Npun_AF253","hypothetical protein",1050,428,0,1,979,0,0,1,0,174,387,0,194,263,399,1,168,76,564,0,5,233,159,0,75,319,0,0,258,416,317,1,231,46,0,0,311,188,215,0,49,255,438,0,124,0,631,0
315010,315279,NA,NA,"Npun_AF254","hypothetical protein",2024,2078,0,5,477,771,804,2,405,690,487,1,531,612,217,1,780,1130,432,2,340,1047,817,2,498,831,718,2,1021,793,677,3,503,561,0,1,925,981,492,2,891,67,1185,2,1170,1086,347,3
315447,316520,NA,NA,"Npun_AF255","hypothetical protein",2124,1362,0,1,1723,4575,3467,3,2526,1951,2334,2,2086,2850,2208,2,2182,2614,2179,2,2772,3265,3280,2,951,1538,975,1,2613,1763,1448,1,1952,1750,1941,1,3561,1823,2708,2,1517,1524,2183,1,2854,4169,1717,2
316653,317102,NA,NA,"Npun_AF256","hypothetical protein",52,684,0,0,0,0,1566,1,289,303,408,0,137,631,762,1,50,104,266,0,234,241,654,0,73,82,57,0,192,69,630,0,7,499,906,1,587,607,325,1,429,296,368,0,254,506,511,0
317105,317317,NA,NA,"Npun_AF257","hypothetical protein",224,319,0,0,238,0,449,1,214,0,461,1,345,352,276,1,207,602,842,2,279,440,353,1,304,261,509,1,237,24,541,1,219,364,1741,3,429,339,436,1,465,0,592,1,668,98,259,1
317408,319030,NA,NA,"Npun_AF258","ATPase central domain-containing protein",9059,6191,0,3,2507,5919,3213,2,5501,5915,5363,3,6302,6701,5906,3,5782,5379,5087,3,3430,6781,4404,3,5417,5112,4213,3,5925,5096,5098,3,3554,2783,2980,1,5288,4673,4825,3,3767,2692,6385,2,5634,3782,5020,2
319178,319738,NA,319738,"Npun_AF259","WGR domain-containing protein",23915,18357,18069,35,5293,5710,3350,8,7347,17661,9743,20,14530,16260,11985,25,5922,7344,7983,12,7156,7525,5485,11,12206,8540,8890,17,12086,18268,9356,23,5138,2806,4107,7,6829,4643,5260,9,13573,8481,19784,24,6881,4036,5244,9
320179,319853,320212,319847,"Npun_AR260","hypothetical protein",1429,6440,27074,35,3367,13865,5271,22,6541,2855,2454,12,4954,5871,11254,22,2195,1871,2331,6,2013,1865,3297,7,1901,1782,4042,7,3125,4747,4800,12,2208,5523,10982,19,2298,2134,3516,8,7062,3567,3986,14,4232,11684,8151,24
320581,320823,NA,NA,"Npun_AF261","hypothetical protein",3659,2957,0,9,1588,2728,1846,8,2075,2470,1503,8,3713,3564,4461,16,1176,1437,2505,7,1470,1605,1354,6,1518,969,2251,6,3332,2815,4392,14,919,890,1745,4,1456,999,1654,5,5419,4073,5225,20,1841,4297,2608,11
321125,321349,NA,NA,"Npun_AF262","hypothetical protein",262,561,0,1,0,1264,1305,3,896,138,310,1,402,194,367,1,418,234,383,1,237,312,190,1,395,466,254,1,132,624,1231,2,153,0,0,0,30,170,278,0,1206,473,677,3,33,374,337,1
321984,324989,321945,324989,"Npun_AF263","hemolysin-type calcium-binding region",224675,146332,152295,58,123978,141197,139048,44,116521,110334,93290,35,96634,105302,91813,32,106761,136540,137768,42,93558,95761,81889,30,96701,79219,78176,28,78929,97725,100560,30,134108,125150,230195,54,102308,105581,103474,34,139081,124083,140729,44,124228,129070,160331,45
326304,325252,NA,NA,"Npun_AR264","hypothetical protein",6025,2984,0,2,4856,2255,2546,3,4011,3259,1806,2,2597,2507,2767,2,2780,3367,4685,3,3469,3504,2674,3,2572,1979,2004,2,2577,2091,2630,2,1763,1388,459,1,2235,2127,1680,1,1306,2152,2038,1,1934,830,1349,1
327416,326427,NA,NA,"Npun_AR265","hypothetical protein",1137,2405,0,1,1655,0,0,0,1188,1877,1337,1,1074,3128,3293,2,509,679,658,0,1159,695,801,0,1261,1874,798,1,1578,753,656,1,856,307,1226,0,1002,1190,1066,1,553,736,1091,0,691,1316,828,0
328041,328376,NA,NA,"Npun_AF266","hypothetical protein",5668,4120,6768,16,10229,13188,8019,31,9468,5521,3883,18,4589,4343,3454,12,4416,4583,5214,14,5033,4209,3829,12,4138,2908,3681,10,2772,2940,3856,9,3856,4553,11142,19,5965,3536,4363,13,16040,9648,10831,36,5112,7299,6859,19
328373,331270,NA,NA,"Npun_AF267","GUN4 domain-containing protein",39699,34197,39346,13,48445,50214,48966,16,31829,36691,31047,11,28671,31173,15052,8,36855,42936,40474,13,32369,38788,33407,12,30416,24774,25667,9,23703,24539,24597,8,23634,22292,34418,9,34123,26688,31190,10,47975,40738,49265,15,25398,22438,17928,7
331388,331633,NA,NA,"Npun_AF268","hypothetical protein",4963,2261,0,9,991,766,778,3,1109,2280,2289,7,3203,3723,2031,12,1018,2232,1591,6,1252,1174,613,4,1849,1567,1233,6,2145,2780,1049,8,574,478,1282,3,1518,1271,779,4,876,751,2118,5,1601,1729,1524,6
335868,331843,NA,NA,"Npun_AR269","putative transcriptional regulator",3001,5681,0,0,4549,4520,7531,1,2373,2482,1538,0,1296,3328,2866,0,1909,2331,1932,0,1495,1667,1237,0,2092,4796,1505,0,2173,1710,1920,0,1813,2180,0,0,2586,1877,3080,0,1886,1432,3159,0,51582,112748,50617,17
339945,336475,NA,NA,"Npun_AR270","helicase domain-containing protein",9556,14051,12271,3,15547,12690,23237,4,13933,10303,13354,3,8076,9975,9995,2,9643,10414,10698,2,10241,12629,11032,3,13428,11748,10873,3,11058,9156,12896,3,10243,11173,10898,3,14129,13722,19385,4,13049,11648,8388,3,17537,18518,16826,5
341245,340046,NA,NA,"Npun_AR271","hypothetical protein",4359,3413,0,2,3458,2783,4564,3,2956,3177,3775,2,2543,4034,1080,2,2479,4308,3271,2,3447,4119,3757,3,1612,3435,2770,2,2229,3453,1832,2,657,1675,2776,1,4466,2335,3011,2,1630,2073,2853,1,1661,1829,1237,1
342925,341351,NA,NA,"Npun_AR272","hypothetical protein",5598,4212,3619,2,911,2001,2441,1,3408,4546,2463,2,3489,5023,5384,2,2508,2945,2676,1,1808,1937,3165,1,2919,3085,3265,1,3353,3233,2537,1,1332,1936,2397,1,2545,3159,2502,1,3912,3529,3147,2,2479,1265,2102,1
343493,343239,NA,NA,"Npun_AR273","XRE family transcriptional regulator",1281,1755,3090,8,2451,1463,2067,7,2214,1569,1323,6,1338,926,1531,4,1264,1146,1151,4,1320,1369,1377,5,1176,580,511,2,933,1559,1131,4,454,514,147,1,1044,927,1048,3,1227,565,1953,4,1356,2251,1840,7
343900,343568,NA,NA,"Npun_AR274","hypothetical protein",518,773,0,1,1918,443,306,2,1139,1392,1378,3,808,1025,1449,3,1345,1196,1216,3,2387,1656,2453,6,1626,1304,2245,5,1009,1162,2236,4,1244,2199,1825,5,1421,1138,1572,4,980,564,1098,2,879,1547,981,3
344038,344604,NA,NA,"Npun_AF275","hypothetical protein",5568,8631,3384,10,6153,7358,3073,9,11060,15252,12287,22,12286,14868,21834,28,5429,4840,6929,10,11113,10152,12058,19,23837,13662,19302,33,12085,20018,14593,27,8461,9339,9916,16,9013,9984,8803,16,6744,8415,14916,17,9505,9385,7025,15
344817,345263,NA,NA,"Npun_AF276","hypothetical protein",1554,376,0,1,1635,3828,1458,5,18,1275,1112,1,617,659,1627,2,1831,2039,1792,4,1298,1186,1567,3,1459,992,1322,2,498,1156,658,1,1221,1455,1302,2,1198,885,1712,2,498,706,1126,1,581,216,909,1
345272,345568,NA,NA,"Npun_AF277","hypothetical protein",824,271,0,1,43,1354,1080,2,110,1109,634,2,431,602,243,1,267,408,204,0,477,258,583,1,441,610,316,1,551,308,331,1,266,198,0,0,387,227,360,1,758,405,515,1,161,192,593,1
345568,345933,NA,NA,"Npun_AF278","hypothetical protein",1664,762,3384,5,1866,1115,2308,4,1055,2023,1091,3,1464,1995,1554,4,1237,1073,1025,3,946,928,1239,2,2293,1471,1105,4,1397,1949,2217,5,886,1162,231,2,1746,788,932,3,1718,2026,2491,5,1141,1542,1622,3
346156,346407,NA,NA,"Npun_AF279","hypothetical protein",803,2215,0,3,553,3260,566,5,1563,1340,764,4,2546,2075,4180,11,1167,1291,2270,6,1562,1775,1828,6,2768,1863,2976,10,2772,3681,3416,13,1002,1625,591,4,1800,1974,2765,8,4411,2845,4189,15,1738,3792,2946,11
346481,346942,NA,NA,"Npun_AF280","hypothetical protein",6305,3119,0,6,831,134,504,1,1829,3821,2326,5,4093,3899,5103,9,2308,2990,2798,5,3016,1779,1099,4,3993,1876,2040,5,3791,4713,2050,7,1334,428,619,1,2704,1765,1957,4,2701,3154,7256,9,1782,527,656,2
347219,347482,347219,NA,"Npun_AF281","hypothetical protein",18718,28037,4914,65,8032,5177,5281,23,10802,17324,19752,60,20766,20770,17493,74,6434,8354,7436,28,10917,7753,8225,33,14229,15352,14976,56,20269,19833,16042,70,8016,6078,9244,29,9911,8018,6185,30,20434,20727,27598,86,6154,2128,3731,15
347479,347832,NA,347878,"Npun_AF282","hypothetical protein",53531,66568,30635,141,21124,21273,18054,56,33109,49392,41917,117,37810,45764,29370,106,16589,22823,19021,55,23273,23575,18500,61,35233,39206,37809,105,50876,42845,43986,129,15569,17722,19184,49,23852,23043,18464,61,51648,40830,46886,131,18733,13775,14902,44
348646,347879,348646,347879,"Npun_AR283","hypothetical protein",36535,21755,20894,34,6571,8632,15094,13,13434,27576,15568,24,12699,15543,15697,19,8468,13828,12120,14,9809,11090,8552,12,10547,11856,10006,14,13425,18380,16140,20,7011,4882,11817,10,8250,8542,9186,11,21026,12970,14768,21,8254,16424,15414,17
348772,349062,NA,NA,"Npun_AF284","hypothetical protein",539,424,0,1,346,766,0,1,459,85,252,0,503,855,0,1,112,331,287,0,122,330,365,0,394,183,330,1,447,274,308,1,185,150,279,0,377,305,237,1,556,205,725,1,195,90,122,0
349400,349600,NA,NA,"Npun_AF285","hypothetical protein",295,1063,0,2,143,443,462,1,444,436,854,2,151,787,819,2,456,545,274,2,238,693,485,2,456,262,598,2,733,595,709,3,65,132,0,0,360,612,249,2,552,1593,227,3,411,622,636,2
349597,349941,NA,NA,"Npun_AF286","hypothetical protein",1589,673,0,2,409,836,1194,2,2225,1021,1021,4,1549,1492,1521,4,728,878,1340,2,1147,1046,1320,3,1658,781,1172,3,1660,1299,755,3,299,1376,894,2,894,1519,1147,3,1852,1397,1038,4,1107,3189,1843,5
349956,350057,NA,NA,"Npun_AF287","hypothetical protein",687,754,2354,12,378,597,485,4,1033,630,807,8,558,1135,448,6,362,455,586,4,843,731,612,7,1026,1121,1316,11,1362,486,819,8,367,628,0,3,557,633,717,6,1458,967,753,10,1036,717,1061,9
350563,350838,350431,350841,"Npun_AF288","hypothetical protein",4287,7178,15921,33,5584,8035,6511,24,5800,4973,6284,20,5053,6679,4193,19,4053,5117,6603,19,6571,4285,5091,19,7400,6733,7202,25,7936,9963,11254,35,6132,6337,10982,28,6421,6079,7993,24,14399,11828,12048,46,6581,11381,9703,33
351120,350842,351120,350842,"Npun_AR289","hypothetical protein",12320,11296,18628,50,6209,12640,8214,32,8636,7818,10242,31,7693,8795,8571,29,5224,6952,8672,24,6254,6422,6676,23,9057,7341,7822,28,9886,9779,11525,37,7027,5363,5521,21,6954,7220,8528,27,19730,13742,16042,59,7181,8392,9034,29
351289,351504,351121,351599,"Npun_AF290","hypothetical protein",16180,20112,4502,62,8004,9215,11096,43,11088,10641,12083,52,9076,13191,10507,50,6371,8801,8645,36,8281,8008,5988,34,9110,11821,10138,47,11463,12024,10913,53,4748,7152,5924,27,8451,9228,11775,45,23502,20085,18595,95,7530,7567,6856,33
